TRANSACTION,Transaction date,Account name,Transaction date,Original payee name from import,Transaction amount,Link to PAYEE record,Transaction memo
21119-3996-2238,08-26-2024,Business Platinum Card®,08-26-2024,DEPARTMENT OF FOREIGDUBLIN XXXX1009,-128.63,P211195280,
21119-3996-2239,09-12-2023,Personal,09-12-2023,DEPOSITED ITEM RETURNED Account Closed # OF ITEMSX0001CK#: DEP AMTXXXXXX4243 DEP DATE090823 CK AMTXX,-642.43,P211195280,
21119-3996-2249,12-07-2024,Business Platinum Card®,12-07-2024,DOF PARKING OPERATIOBROOKLYN NY XXXX9010,-400.00,P211195284,
21119-3996-2250,02-12-2025,Business Platinum Card®,02-12-2025,DOF PARKING OPERATIOBROOKLYN NY XXXX9010,-130.00,P211195280,
21119-3996-2251,02-12-2025,Business Platinum Card®,02-12-2025,DOF PARKING OPERATIOBROOKLYN NY XXXX9010,-300.00,P211195280,
21119-3996-2252,03-11-2025,Business Platinum Card®,03-11-2025,DOF PARKING OPERATIOBROOKLYN NY XXXX9010,-135.37,P211195280,
21119-3996-2253,03-14-2025,Business Platinum Card®,03-14-2025,DOF PARKING OPERATIOBROOKLYN NY XXXX9010,-115.00,P211195280,
21119-3996-2254,02-17-2023,Chase Freedom,02-17-2023,DOF PARKING OPERATIONS,-130.00,P211195280,
21119-3996-2255,02-21-2023,Chase Freedom,02-21-2023,DOF PARKING OPERATIONS,-130.00,P211195280,
21119-3996-2256,03-14-2023,Chase Freedom,03-14-2023,DOF PARKING OPERATIONS,-65.00,P211195280,
21119-3996-2257,03-14-2023,Chase Freedom,03-14-2023,DOF PARKING OPERATIONS,-226.16,P211195280,
21119-3996-2258,07-11-2023,Chase Freedom,07-11-2023,DOF PARKING OPERATIONS,-190.00,P211195280,
21119-3996-2259,02-01-2024,Chase Freedom,02-01-2024,DOF PARKING OPERATIONS,-140.00,P211195280,
21119-3996-2260,02-21-2024,Chase Freedom,02-21-2024,DOF PARKING OPERATIONS,-195.00,P211195284,
21119-3996-2261,04-05-2024,Chase Freedom,04-05-2024,DOF PARKING OPERATIONS,-265.00,P211195284,
21119-3996-2262,04-19-2024,Chase Freedom,04-19-2024,DOF PARKING OPERATIONS,-345.00,P211195284,
21119-3996-2263,05-21-2024,Chase Freedom,05-21-2024,DOF PARKING OPERATIONS,-495.00,P211195284,
21119-3996-2264,05-21-2024,Chase Freedom,05-21-2024,DOF PARKING OPERATIONS,-65.00,P211195284,
21119-3996-2265,07-11-2024,Chase Freedom,07-11-2024,DOF PARKING OPERATIONS,-205.00,P211195284,
21119-3996-2266,07-11-2024,Chase Freedom,07-11-2024,DOF PARKING OPERATIONS,-75.00,P211195284,
21119-3996-2267,09-04-2024,Chase Freedom,09-04-2024,DOF PARKING OPERATIONS,-345.00,P211195284,
21119-3996-2268,09-24-2024,Chase Freedom,09-24-2024,DOF PARKING OPERATIONS,-295.00,P211195284,
21119-3996-2269,10-20-2024,Chase Freedom,10-20-2024,DOF PARKING OPERATIONS,-130.00,P211195284,
21119-3996-2270,03-11-2025,Chase Freedom,03-11-2025,DOF PARKING OPERATIONS,-195.00,P211195284,
21119-3996-2271,04-06-2025,Chase Freedom,04-06-2025,DOF PARKING OPERATIONS,-195.00,P211195284,
21119-3996-2272,04-29-2025,Chase Freedom,04-29-2025,DOF PARKING OPERATIONS,-195.00,P211195284,
21119-3996-2273,05-06-2025,Chase Freedom,05-06-2025,DOF PARKING OPERATIONS,-65.00,P211195284,
21119-3996-2274,06-05-2025,Chase Freedom,06-05-2025,DOF PARKING OPERATIONS,-325.00,P211195284,
21119-3996-2275,07-03-2025,Chase Freedom,07-03-2025,DOF PARKING OPERATIONS,-195.00,P211195284,
21119-3996-2276,08-13-2025,Chase Slate,08-13-2025,DOF PARKING OPERATIONS,-195.00,P211195284,
21119-3996-2277,10-07-2025,Chase Slate,10-07-2025,DOF PARKING OPERATIONS,-280.00,P211195284,
21119-3996-2278,07-22-2025,Savor,07-22-2025,DOF PARKING OPERATIONS - 6847,-115.00,P211195284,
21119-3996-2279,04-27-2023,Citi® Diamond Preferred® Card,04-27-2023,DOF PARKING OPERATIONS BROOKLYN NY,-290.00,P211195284,
21119-3996-2280,04-27-2023,Citi® Diamond Preferred® Card,04-27-2023,DOF PARKING OPERATIONS BROOKLYN NY,-150.00,P211195284,
21119-3996-2281,05-30-2023,Citi® Diamond Preferred® Card,05-30-2023,DOF PARKING OPERATIONS BROOKLYN NY,-405.00,P211195284,
21119-3996-2282,05-30-2023,Citi® Diamond Preferred® Card,05-30-2023,DOF PARKING OPERATIONS BROOKLYN NY,-65.00,P211195284,
21119-3996-2283,08-18-2023,Citi® Diamond Preferred® Card,08-18-2023,DOF PARKING OPERATIONS BROOKLYN NY,-265.00,P211195284,
21119-3996-2284,09-12-2023,Citi® Diamond Preferred® Card,09-12-2023,DOF PARKING OPERATIONS BROOKLYN NY,-130.00,P211195284,
21119-3996-2285,12-07-2024,Business Platinum Card®,12-07-2024,DOF PARKING SERVICE BROOKLYN NY XXXX9010,-8.00,P211195284,
21119-3996-2286,02-12-2025,Business Platinum Card®,02-12-2025,DOF PARKING SERVICE BROOKLYN NY XXXX9010,-6.00,P211195284,
21119-3996-2287,02-12-2025,Business Platinum Card®,02-12-2025,DOF PARKING SERVICE BROOKLYN NY XXXX9010,-2.60,P211195284,
21119-3996-2288,03-11-2025,Business Platinum Card®,03-11-2025,DOF PARKING SERVICE BROOKLYN NY XXXX9010,-2.71,P211195284,
21119-3996-2289,03-14-2025,Business Platinum Card®,03-14-2025,DOF PARKING SERVICE BROOKLYN NY XXXX9010,-2.30,P211195284,
21119-3996-2290,07-22-2025,Savor,07-22-2025,DOF PARKING SERVICE FE - 6847,-2.30,P211195280,
21119-3996-2291,04-27-2023,Citi® Diamond Preferred® Card,04-27-2023,DOF PARKING SERVICE FE BROOKLYN NY,-5.80,P211194951,
21119-3996-2292,04-27-2023,Citi® Diamond Preferred® Card,04-27-2023,DOF PARKING SERVICE FE BROOKLYN NY,-3.00,P211194951,
21119-3996-2293,05-30-2023,Citi® Diamond Preferred® Card,05-30-2023,DOF PARKING SERVICE FE BROOKLYN NY,-8.10,P211194951,
21119-3996-2294,05-30-2023,Citi® Diamond Preferred® Card,05-30-2023,DOF PARKING SERVICE FE BROOKLYN NY,-1.30,P211194951,
21119-3996-2295,08-18-2023,Citi® Diamond Preferred® Card,08-18-2023,DOF PARKING SERVICE FE BROOKLYN NY,-5.30,P211194951,
21119-3996-2296,09-12-2023,Citi® Diamond Preferred® Card,09-12-2023,DOF PARKING SERVICE FE BROOKLYN NY,-2.60,P211194951,
21119-3996-2297,02-17-2023,Chase Freedom,02-17-2023,DOF PARKING SERVICE FEE,-2.60,P211195280,
21119-3996-2298,02-21-2023,Chase Freedom,02-21-2023,DOF PARKING SERVICE FEE,-2.60,P211195280,
21119-3996-2299,03-14-2023,Chase Freedom,03-14-2023,DOF PARKING SERVICE FEE,-4.52,P211195280,
21119-3996-2300,03-14-2023,Chase Freedom,03-14-2023,DOF PARKING SERVICE FEE,-1.30,P211195284,
21119-3996-2301,07-11-2023,Chase Freedom,07-11-2023,DOF PARKING SERVICE FEE,-3.80,P211195284,
21119-3996-2302,02-01-2024,Chase Freedom,02-01-2024,DOF PARKING SERVICE FEE,-2.80,P211195284,
21119-3996-2303,02-21-2024,Chase Freedom,02-21-2024,DOF PARKING SERVICE FEE,-3.90,P211195284,
21119-3996-2304,04-05-2024,Chase Freedom,04-05-2024,DOF PARKING SERVICE FEE,-5.30,P211195284,
21119-3996-2305,04-19-2024,Chase Freedom,04-19-2024,DOF PARKING SERVICE FEE,-6.90,P211195284,
21119-3996-2306,05-21-2024,Chase Freedom,05-21-2024,DOF PARKING SERVICE FEE,-1.30,P211195284,
21119-3996-2307,05-21-2024,Chase Freedom,05-21-2024,DOF PARKING SERVICE FEE,-9.90,P211195284,
21119-3996-2308,07-11-2024,Chase Freedom,07-11-2024,DOF PARKING SERVICE FEE,-4.10,P211195284,
21119-3996-2309,07-11-2024,Chase Freedom,07-11-2024,DOF PARKING SERVICE FEE,-1.50,P211195284,
21119-3996-2310,09-04-2024,Chase Freedom,09-04-2024,DOF PARKING SERVICE FEE,-6.90,P211195284,
21119-3996-2311,09-24-2024,Chase Freedom,09-24-2024,DOF PARKING SERVICE FEE,-5.90,P211195284,
21119-3996-2312,10-20-2024,Chase Freedom,10-20-2024,DOF PARKING SERVICE FEE,-2.60,P211195284,
21119-3996-2313,03-11-2025,Chase Freedom,03-11-2025,DOF PARKING SERVICE FEE,-3.90,P211195284,
21119-3996-2314,04-06-2025,Chase Freedom,04-06-2025,DOF PARKING SERVICE FEE,-3.90,P211195284,
21119-3996-2315,04-29-2025,Chase Freedom,04-29-2025,DOF PARKING SERVICE FEE,-3.90,P211195284,
21119-3996-2316,05-06-2025,Chase Freedom,05-06-2025,DOF PARKING SERVICE FEE,-1.30,P211195284,
21119-3996-2317,06-05-2025,Chase Freedom,06-05-2025,DOF PARKING SERVICE FEE,-6.50,P211195284,
21119-3996-2318,07-03-2025,Chase Freedom,07-03-2025,DOF PARKING SERVICE FEE,-3.90,P211195284,
21119-3996-2319,08-13-2025,Chase Slate,08-13-2025,DOF PARKING SERVICE FEE,-3.90,P211195284,
21119-3996-2320,10-07-2025,Chase Slate,10-07-2025,DOF PARKING SERVICE FEE,-5.60,P211195284,
21119-3996-2321,11-05-2023,Chase Freedom,11-05-2023,DOF PROPERTY TAX CHARGES,-5915.01,P211195284,
21119-3996-2322,11-05-2023,Chase Freedom,11-05-2023,DOF/PROPERTY TAX SERV FE,-118.30,P211195284,
21119-3996-2329,07-21-2024,Business Platinum Card®,07-21-2024,DRI*LOGI STORE LOGI.COM MN XXXX1009,-240.59,P211195284,
21119-3996-2330,01-29-2024,Chase Bonvoy - old,01-29-2024,DRIP HYDRATION NY,-368.80,P211195285,
21119-3996-2331,01-29-2024,Chase Bonvoy - old,01-29-2024,DRIP HYDRATION NY,-333.70,P211195285,
21119-3996-2332,04-13-2023,Citi® Diamond Preferred® Card,04-13-2023,DRIP HYDRATION NY NEW YORK NY,-360.90,P211195285,
21119-3996-2208,08-12-2025,Blue Business Cash(TM),08-12-2025,Dd Br New,14.24,P211195284,
21119-3996-2210,05-05-2023,Citi® Diamond Preferred® Card,05-05-2023,"De Piero's Farm, Inc.",-19.75,P211195280,
21119-3996-2212,06-27-2023,Business Platinum Card®,06-27-2023,Delivery.com,-70.11,P211195280,
21119-3996-2213,09-22-2025,Quicksilver,09-22-2025,Delivery.com,-39.24,P211195280,
21119-3996-2214,05-06-2023,Citi® Diamond Preferred® Card,05-06-2023,Delta,-367.90,P211195280,
21119-3996-2215,05-08-2023,Chase Freedom,05-08-2023,Delta,-49.99,P211195280,
21119-3996-2216,05-08-2023,Chase Freedom,05-08-2023,Delta,-452.80,P211195280,
21119-3996-2217,05-08-2023,Chase Freedom,05-08-2023,Delta,-103.90,P211195280,
21119-3996-2218,05-10-2023,Business Platinum Card®,05-10-2023,Delta,-478.90,P211195280,
21119-3996-2219,06-21-2023,Business Platinum Card®,06-21-2023,Delta,-308.90,P211195280,
21119-3996-2220,06-23-2023,Business Platinum Card®,06-23-2023,Delta,-75.00,P211195284,
21119-3996-2221,07-03-2023,Business Platinum Card®,07-03-2023,Delta,-308.90,P211195284,
21119-3996-2222,11-22-2023,Business Platinum Card®,11-22-2023,Delta,-308.90,P211195284,
21119-3996-2223,11-29-2023,Business Platinum Card®,11-29-2023,Delta,-308.90,P211195284,
21119-3996-2224,05-21-2024,Business Platinum Card®,05-21-2024,Delta,-221.50,P211195284,
21119-3996-2225,05-21-2024,Business Platinum Card®,05-21-2024,Delta,-221.50,P211195284,
21119-3996-2226,05-25-2024,Business Platinum Card®,05-25-2024,Delta,-265.50,P211195284,
21119-3996-2227,07-22-2024,Chase Freedom,07-22-2024,Delta,-263.48,P211195284,
21119-3996-2228,07-25-2024,Business Platinum Card®,07-25-2024,Delta,-75.00,P211195284,
21119-3996-2229,08-01-2024,Business Platinum Card®,08-01-2024,Delta,-266.48,P211195284,
21119-3996-2230,12-26-2024,Chase Freedom,12-26-2024,Delta,-438.48,P211195280,
21119-3996-2231,01-09-2025,Business Platinum Card®,01-09-2025,Delta,-28.01,P211195280,
21119-3996-2232,07-01-2025,Chase Freedom,07-01-2025,Delta,-69.48,P211195280,
21119-3996-2233,05-09-2023,Chase Freedom,05-09-2023,Delta Air,452.80,P211195280,
21119-3996-2234,08-02-2024,Business Platinum Card®,08-02-2024,Delta Air Lines,266.48,P211195280,
21119-3996-2235,05-09-2023,Chase Freedom,05-09-2023,Delta Air Seat,49.99,P211195280,
21119-3996-2236,05-10-2023,Citi® Diamond Preferred® Card,05-10-2023,Denver Airport,-20.97,P211195280,
21119-3996-2237,02-04-2025,Business Platinum Card®,02-04-2025,Department Foreigdublin,118.88,P211195280,
21119-3996-2247,01-17-2024,Business Platinum Card®,01-17-2024,DigitalRiver US,-108.82,P211195284,
21119-3996-2241,04-01-2025,Amazon Business Prime Card,04-01-2025,Digitalocean,-30.41,P211195284,
21119-3996-2242,05-01-2025,Amazon Business Prime Card,05-01-2025,Digitalocean,-54.44,P211195284,
21119-3996-2243,06-01-2025,Amazon Business Prime Card,06-01-2025,Digitalocean,-54.44,P211195284,
21119-3996-2244,07-01-2025,Amazon Business Prime Card,07-01-2025,Digitalocean,-54.44,P211195284,
21119-3996-2245,08-01-2025,Amazon Business Prime Card,08-01-2025,Digitalocean,-54.44,P211195284,
21119-3996-2246,09-01-2025,Amazon Business Prime Card,09-01-2025,Digitalocean,-54.44,P211195284,
21119-3996-2248,06-04-2023,Citi® Diamond Preferred® Card,06-04-2023,Discount Club,-19.97,P211195284,
21119-3996-2323,11-10-2024,Chase Freedom,11-10-2024,Dollar General,-49.53,P211195284,
21119-3996-2324,05-01-2023,Business Platinum Card®,05-01-2023,Dollar Shave Club,-10.89,P211195284,
21119-3996-2325,09-01-2023,Business Platinum Card®,09-01-2023,Dollar Shave Club,-10.89,P211195284,
21119-3996-2326,01-01-2024,Business Platinum Card®,01-01-2024,Dollar Shave Club,-10.89,P211195284,
21119-3996-2327,05-01-2024,Business Platinum Card®,05-01-2024,Dollar Shave Club,-10.89,P211195284,
21119-3996-2328,09-04-2024,Business Platinum Card®,09-04-2024,Dollar Shave Club,-10.89,P211195284,
21119-3996-2333,02-07-2025,Business Platinum Card®,02-07-2025,Duane Reade,-50.98,P211195285,
21119-3996-2334,04-01-2025,Business Platinum Card®,04-01-2025,Duane Reade,-4.07,P211195285,
21119-3996-2335,05-09-2025,Business Platinum Card®,05-09-2025,Duane Reade,-8.66,P211195285,
21119-3996-2336,05-09-2025,Business Platinum Card®,05-09-2025,Duane Reade,-7.75,P211195285,
21119-3996-2337,05-10-2025,Business Platinum Card®,05-10-2025,Duane Reade,-22.53,P211195285,
21119-3996-2338,05-11-2025,Business Platinum Card®,05-11-2025,Duane Reade,-13.17,P211195285,
21119-3996-2339,05-13-2025,Business Platinum Card®,05-13-2025,Duane Reade,-7.75,P211195285,
21119-3996-2340,05-13-2025,Business Platinum Card®,05-13-2025,Duane Reade,-45.35,P211195284,
21119-3996-2341,05-21-2025,Business Platinum Card®,05-21-2025,Duane Reade,-12.99,P211195284,
21119-3996-2342,05-26-2025,Business Platinum Card®,05-26-2025,Duane Reade,-15.33,P211195284,
21119-3996-2343,05-29-2025,Business Platinum Card®,05-29-2025,Duane Reade,-3.98,P211195284,
21119-3996-2344,06-23-2025,Business Platinum Card®,06-23-2025,Duane Reade,-8.33,P211195284,
21119-3996-2345,06-28-2025,Business Platinum Card®,06-28-2025,Duane Reade,-13.43,P211195284,
21119-3996-2346,07-05-2025,Business Platinum Card®,07-05-2025,Duane Reade,-26.84,P211195284,
21119-3996-2347,07-05-2025,Business Platinum Card®,07-05-2025,Duane Reade,-16.43,P211195284,
21119-3996-2348,07-13-2025,Business Platinum Card®,07-13-2025,Duane Reade,-7.62,P211195284,
21119-3996-2349,07-14-2025,Business Platinum Card®,07-14-2025,Duane Reade,-8.77,P211195284,
21119-3996-2350,07-16-2025,Business Platinum Card®,07-16-2025,Duane Reade,-5.17,P211195281,
21119-3996-2351,07-24-2025,Business Platinum Card®,07-24-2025,Duane Reade,-10.33,P211195281,
21119-3996-2352,08-06-2025,Blue Business Cash(TM),08-06-2025,Duane Reade,-31.62,P211195281,
21119-3996-2353,08-12-2025,Blue Business Cash(TM),08-12-2025,Duane Reade Xx,31.62,P211195281,
21119-3996-2354,03-05-2023,Chase Freedom,03-05-2023,Dunkin Donuts,-15.90,P211195281,
21119-3996-2355,03-09-2023,Business Platinum Card®,03-09-2023,Dunkin Donuts,-11.48,P211195281,
21119-3996-2356,03-16-2023,Chase Freedom,03-16-2023,Dunkin Donuts,-7.51,P211195281,
21119-3996-2357,04-19-2023,Citi® Diamond Preferred® Card,04-19-2023,Dunkin Donuts,-3.30,P211195281,
21119-3996-2358,04-19-2023,Citi® Diamond Preferred® Card,04-19-2023,Dunkin Donuts,-15.95,P211195281,
21119-3996-2359,05-10-2023,Citi® Diamond Preferred® Card,05-10-2023,Dunkin Donuts,-13.23,P211195281,
21119-3996-2360,05-10-2023,Citi® Diamond Preferred® Card,05-10-2023,Dunkin Donuts,-8.69,P211195284,
21119-3996-2361,06-10-2023,Citi® Diamond Preferred® Card,06-10-2023,Dunkin Donuts,-16.32,P211195284,
21119-3996-2362,07-01-2023,Business Platinum Card®,07-01-2023,Dunkin Donuts,-16.09,P211195284,
21119-3996-2363,07-23-2023,Chase Freedom,07-23-2023,Dunkin Donuts,-2.76,P211195284,
21119-3996-2364,07-30-2023,Chase Freedom,07-30-2023,Dunkin Donuts,-10.52,P211195284,
21119-3996-2365,08-18-2023,Chase Freedom,08-18-2023,Dunkin Donuts,-21.17,P211195284,
21119-3996-2366,08-27-2023,Business Platinum Card®,08-27-2023,Dunkin Donuts,-6.27,P211195284,
21119-3996-2367,09-16-2023,Citi® Diamond Preferred® Card,09-16-2023,Dunkin Donuts,-3.51,P211195284,
21119-3996-2368,01-09-2024,Business Platinum Card®,01-09-2024,Dunkin Donuts,-9.16,P211195284,
21119-3996-2369,01-11-2024,Business Platinum Card®,01-11-2024,Dunkin Donuts,-4.53,P211195284,
21119-3996-2370,02-14-2024,Chase Freedom,02-14-2024,Dunkin Donuts,-22.43,P211195280,
21119-3996-2371,04-23-2024,Chase Freedom,04-23-2024,Dunkin Donuts,-11.52,P211195280,
21119-3996-2372,05-16-2024,Chase Freedom,05-16-2024,Dunkin Donuts,-6.48,P211195280,
21119-3996-2373,05-29-2024,Business Platinum Card®,05-29-2024,Dunkin Donuts,-8.35,P211195280,
21119-3996-2374,08-04-2024,Business Platinum Card®,08-04-2024,Dunkin Donuts,-9.67,P211195280,
21119-3996-2375,08-18-2024,Chase Freedom,08-18-2024,Dunkin Donuts,-4.13,P211195280,
21119-3996-2376,09-12-2024,Chase Freedom,09-12-2024,Dunkin Donuts,-2.55,P211195280,
21119-3996-2377,09-15-2024,Chase Freedom,09-15-2024,Dunkin Donuts,-13.35,P211195280,
21119-3996-2378,10-28-2024,Chase Freedom,10-28-2024,Dunkin Donuts,-18.19,P211195280,
21119-3996-2379,12-03-2024,Chase Freedom,12-03-2024,Dunkin Donuts,-9.04,P211195280,
21119-3996-2380,02-01-2025,Business Platinum Card®,02-01-2025,Dunkin Donuts,-8.18,P211195284,
21119-3996-2381,04-22-2025,Chase Freedom,04-22-2025,Dunkin Donuts,-20.94,P211195284,
21119-3996-2382,05-06-2025,Chase Freedom,05-06-2025,Dunkin Donuts,-12.96,P211195284,
21119-3996-2383,05-24-2025,Blue Business Cash(TM),05-24-2025,Dunkin Donuts,-10.94,P211195284,
21119-3996-2384,05-25-2025,Business Platinum Card®,05-25-2025,Dunkin Donuts,-8.30,P211195284,
21119-3996-2385,05-28-2025,Chase Freedom,05-28-2025,Dunkin Donuts,-13.15,P211195284,
21119-3996-2386,06-08-2025,Chase Freedom,06-08-2025,Dunkin Donuts,-8.62,P211195284,
21119-3996-2387,07-17-2025,Savor,07-17-2025,Dunkin Donuts,-12.76,P211195284,
21119-3996-2388,07-23-2025,Savor,07-23-2025,Dunkin Donuts,-9.13,P211195284,
21119-3996-2389,07-26-2025,Savor,07-26-2025,Dunkin Donuts,-8.46,P211195284,
21119-3996-2390,07-30-2025,Blue Business Cash(TM),07-30-2025,Dunkin Donuts,-14.24,P211195284,
21119-3996-2391,09-10-2025,Quicksilver,09-10-2025,Dunkin Donuts,-5.72,P211195281,
21119-3996-2392,10-05-2025,Chase Ink,10-05-2025,Dunkin Donuts,-16.90,P211195284,
21119-3996-2393,03-07-2023,Business Platinum Card®,03-07-2023,Dykes Lumber,-562.01,P211195284,
21119-3996-2394,04-27-2025,Business Platinum Card®,04-27-2025,E-ZPass,-25.00,P211195284,
21119-3996-2395,06-02-2025,Business Platinum Card®,06-02-2025,E-ZPass,-30.00,P211195281,
21119-3996-2426,10-09-2025,Chase Slate,10-09-2025,ECO HIGHLINE CLEANERS,-30.50,P211195284,
21119-3996-2427,08-19-2023,Business Platinum Card®,08-19-2023,ELEVENLABS.IO NEW YORK NY XXXX1009,-1.00,P211195284,
21119-3996-2428,09-19-2023,Business Platinum Card®,09-19-2023,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2429,10-19-2023,Business Platinum Card®,10-19-2023,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2430,11-19-2023,Business Platinum Card®,11-19-2023,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2431,12-19-2023,Business Platinum Card®,12-19-2023,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2432,01-19-2024,Business Platinum Card®,01-19-2024,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2433,02-19-2024,Business Platinum Card®,02-19-2024,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2434,03-19-2024,Business Platinum Card®,03-19-2024,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2435,04-19-2024,Business Platinum Card®,04-19-2024,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2436,05-19-2024,Business Platinum Card®,05-19-2024,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2437,06-19-2024,Business Platinum Card®,06-19-2024,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2438,07-19-2024,Business Platinum Card®,07-19-2024,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2439,12-19-2024,Business Platinum Card®,12-19-2024,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2440,01-19-2025,Business Platinum Card®,01-19-2025,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2441,02-19-2025,Business Platinum Card®,02-19-2025,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2442,03-19-2025,Business Platinum Card®,03-19-2025,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2443,04-19-2025,Business Platinum Card®,04-19-2025,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2444,05-19-2025,Business Platinum Card®,05-19-2025,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2445,06-19-2025,Business Platinum Card®,06-19-2025,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2446,07-19-2025,Business Platinum Card®,07-19-2025,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2447,08-19-2025,Business Platinum Card®,08-19-2025,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2448,09-19-2025,Business Platinum Card®,09-19-2025,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2449,10-19-2025,Business Platinum Card®,10-19-2025,ELEVENLABS.IO NEW YORK NY XXXX1009,-5.00,P211195284,
21119-3996-2450,08-19-2024,Business Platinum Card®,08-19-2024,ELEVENLABS.IO-FCBB43NEW YORK NY XXXX1009,-5.00,P211195285,
21119-3996-2451,09-19-2024,Business Platinum Card®,09-19-2024,ELEVENLABS.IO-FCBB43NEW YORK NY XXXX1009,-5.00,P211195285,
21119-3996-2452,10-19-2024,Business Platinum Card®,10-19-2024,ELEVENLABS.IO-FCBB43NEW YORK NY XXXX1009,-5.00,P211195285,
21119-3996-2453,11-19-2024,Business Platinum Card®,11-19-2024,ELEVENLABS.IO-FCBB43NEW YORK NY XXXX1009,-5.00,P211195285,
21119-3996-2454,09-05-2025,Quicksilver,09-05-2025,ENOM.COM - 1895,-200.00,P211195285,
21119-3996-2455,04-25-2023,Business Platinum Card®,04-25-2023,ENOM.COM KIRKLAND WA XXXX1009,-200.00,P211195285,
